,OP,TABLE,SAVE,CAT,NAME,TYPE,START,STOP,DEFAULT
626,PERLND,MON-POTFW,PQUAL,PQUAL,WPFAPR,R,25,30,0
627,PERLND,MON-POTFW,PQUAL,PQUAL,WPFMAY,R,30,35,0
628,PERLND,MON-POTFW,PQUAL,PQUAL,WPFJUN,R,35,40,0
629,PERLND,MON-POTFW,PQUAL,PQUAL,WPFJUL,R,40,45,0
630,PERLND,MON-POTFW,PQUAL,PQUAL,WPFAUG,R,45,50,0
631,PERLND,MON-POTFW,PQUAL,PQUAL,WPFSEP,R,50,55,0
632,PERLND,MON-POTFW,PQUAL,PQUAL,WPFOCT,R,55,60,0
633,PERLND,MON-POTFW,PQUAL,PQUAL,WPFNOV,R,60,65,0
634,PERLND,MON-POTFW,PQUAL,PQUAL,WPFDEC,R,65,70,0
635,PERLND,MON-POTFS,PQUAL,PQUAL,OPNID,C,0,10,None
636,PERLND,MON-POTFS,PQUAL,PQUAL,SPFJAN,R,10,15,0
637,PERLND,MON-POTFS,PQUAL,PQUAL,SPFFEB,R,15,20,0
638,PERLND,MON-POTFS,PQUAL,PQUAL,SPFMAR,R,20,25,0
639,PERLND,MON-POTFS,PQUAL,PQUAL,SPFAPR,R,25,30,0
640,PERLND,MON-POTFS,PQUAL,PQUAL,SPFMAY,R,30,35,0
641,PERLND,MON-POTFS,PQUAL,PQUAL,SPFJUN,R,35,40,0
642,PERLND,MON-POTFS,PQUAL,PQUAL,SPFJUL,R,40,45,0
643,PERLND,MON-POTFS,PQUAL,PQUAL,SPFAUG,R,45,50,0
644,PERLND,MON-POTFS,PQUAL,PQUAL,SPFSEP,R,50,55,0
645,PERLND,MON-POTFS,PQUAL,PQUAL,SPFOCT,R,55,60,0
646,PERLND,MON-POTFS,PQUAL,PQUAL,SPFNOV,R,60,65,0
647,PERLND,MON-POTFS,PQUAL,PQUAL,SPFDEC,R,65,70,0
648,PERLND,MON-ACCUM,PQUAL,PQUAL,OPNID,C,0,10,None
649,PERLND,MON-ACCUM,PQUAL,PQUAL,QUAJAN,R,10,15,0
650,PERLND,MON-ACCUM,PQUAL,PQUAL,QUAFEB,R,15,20,0
651,PERLND,MON-ACCUM,PQUAL,PQUAL,QUAMAR,R,20,25,0
652,PERLND,MON-ACCUM,PQUAL,PQUAL,QUAAPR,R,25,30,0
653,PERLND,MON-ACCUM,PQUAL,PQUAL,QUAMAY,R,30,35,0
654,PERLND,MON-ACCUM,PQUAL,PQUAL,QUAJUN,R,35,40,0
655,PERLND,MON-ACCUM,PQUAL,PQUAL,QUAJUL,R,40,45,0
656,PERLND,MON-ACCUM,PQUAL,PQUAL,QUAAUG,R,45,50,0
657,PERLND,MON-ACCUM,PQUAL,PQUAL,QUASEP,R,50,55,0
658,PERLND,MON-ACCUM,PQUAL,PQUAL,QUAOCT,R,55,60,0
659,PERLND,MON-ACCUM,PQUAL,PQUAL,QUANOV,R,60,65,0
660,PERLND,MON-ACCUM,PQUAL,PQUAL,QUADEC,R,65,70,0
661,PERLND,MON-SQOLIM,PQUAL,PQUAL,OPNID,C,0,10,None
662,PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOJAN,R,10,15,0.000001
663,PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOFEB,R,15,20,0.000001
664,PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOMAR,R,20,25,0.000001
665,PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOAPR,R,25,30,0.000001
666,PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOMAY,R,30,35,0.000001
667,PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOJUN,R,35,40,0.000001
668,PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOJUL,R,40,45,0.000001
669,PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOAUG,R,45,50,0.000001
670,PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOSEP,R,50,55,0.000001
671,PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOOCT,R,55,60,0.000001
672,PERLND,MON-SQOLIM,PQUAL,PQUAL,SQONOV,R,60,65,0.000001
673,PERLND,MON-SQOLIM,PQUAL,PQUAL,SQODEC,R,65,70,0.000001
674,PERLND,MON-IFLW-CONC,PQUAL,PQUAL,OPNID,C,0,10,None
675,PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONJAN,R,10,15,0
676,PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONFEB,R,15,20,0
677,PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONMAR,R,20,25,0
678,PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONAPR,R,25,30,0
679,PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONMAY,R,30,35,0
680,PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONJUN,R,35,40,0
681,PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONJUL,R,40,45,0
682,PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONAUG,R,45,50,0
683,PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONSEP,R,50,55,0
684,PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONOCT,R,55,60,0
685,PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONNOV,R,60,65,0
686,PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONDEC,R,65,70,0
687,PERLND,MON-GRND-CONC,PQUAL,PQUAL,OPNID,C,0,10,None
688,PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCJAN,R,10,15,0
689,PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCFEB,R,15,20,0
690,PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCMAR,R,20,25,0
691,PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCAPR,R,25,30,0
692,PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCMAY,R,30,35,0
693,PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCJUN,R,35,40,0
694,PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCJUL,R,40,45,0
695,PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCAUG,R,45,50,0
696,PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCSEP,R,50,55,0
697,PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCOCT,R,55,60,0
698,PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCNOV,R,60,65,0
699,PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCDEC,R,65,70,0
700,PERLND,VUZFG,MSTLAY,FLAGS,OPNID,C,0,10,None
701,PERLND,VUZFG,MSTLAY,FLAGS,VUZFG,I,10,15,0
702,PERLND,UZSN-LZSN,MSTLAY,PARAMETERS,OPNID,C,0,10,None
703,PERLND,UZSN-LZSN,MSTLAY,PARAMETERS,UZSN,R,10,18,-999
704,PERLND,UZSN-LZSN,MSTLAY,PARAMETERS,LZSN,R,18,26,-999
705,PERLND,UZSN-LZSN,MSTLAY,PARAMETERS,SURS,R,26,34,0.001
706,PERLND,MST-PARM,MSTLAY,PARAMETERS,OPNID,C,0,10,None
707,PERLND,MST-PARM,MSTLAY,PARAMETERS,SLMPF,R,10,20,1
708,PERLND,MST-PARM,MSTLAY,PARAMETERS,ULPF,R,20,30,1
709,PERLND,MST-PARM,MSTLAY,PARAMETERS,LLPF,R,30,40,1
710,PERLND,MST-TOPSTOR,MSTLAY,PARAMETERS,OPNID,C,0,10,None
711,PERLND,MST-TOPSTOR,MSTLAY,PARAMETERS,SMSTM,R,10,20,0
712,PERLND,MST-TOPSTOR,MSTLAY,PARAMETERS,UMSTM,R,20,30,0
713,PERLND,MST-TOPSTOR,MSTLAY,PARAMETERS,IMSTM,R,30,40,0
714,PERLND,MST-TOPFLX,MSTLAY,PARAMETERS,OPNID,C,0,10,None
715,PERLND,MST-TOPFLX,MSTLAY,PARAMETERS,FSO,R,10,20,0
716,PERLND,MST-TOPFLX,MSTLAY,PARAMETERS,FSP,R,20,30,0
717,PERLND,MST-TOPFLX,MSTLAY,PARAMETERS,FII,R,30,40,0
718,PERLND,MST-TOPFLX,MSTLAY,PARAMETERS,FUP,R,40,50,0
719,PERLND,MST-TOPFLX,MSTLAY,PARAMETERS,FIO,R,50,60,0
720,PERLND,MST-SUBSTOR,MSTLAY,PARAMETERS,OPNID,C,0,10,None
721,PERLND,MST-SUBSTOR,MSTLAY,PARAMETERS,LMSTM,R,10,20,0
722,PERLND,MST-SUBSTOR,MSTLAY,PARAMETERS,AMSTM,R,20,30,0
723,PERLND,MST-SUBFLX,MSTLAY,PARAMETERS,OPNID,C,0,10,None
724,PERLND,MST-SUBFLX,MSTLAY,PARAMETERS,FLP,R,10,20,0
725,PERLND,MST-SUBFLX,MSTLAY,PARAMETERS,FLDP,R,20,30,0
726,PERLND,MST-SUBFLX,MSTLAY,PARAMETERS,FAO,R,30,40,0
727,PERLND,PEST-FLAGS,PEST,PEST,OPNID,C,0,10,None
728,PERLND,PEST-FLAGS,PEST,PEST,NPST,I,10,15,1
729,PERLND,PEST-FLAGS,PEST,PEST,ITMXP1,I,15,20,30
730,PERLND,PEST-FLAGS,PEST,PEST,ITMXP2,I,20,25,30
731,PERLND,PEST-FLAGS,PEST,PEST,ITMXP3,I,25,30,30
732,PERLND,PEST-FLAGS,PEST,PEST,ADOPF1,I,30,35,2
733,PERLND,PEST-FLAGS,PEST,PEST,ADOPF2,I,35,40,2
734,PERLND,PEST-FLAGS,PEST,PEST,ADOPF3,I,40,45,2
735,PERLND,PEST-AD-FLAGS,PEST,FLAGS,OPNID,C,0,10,None
736,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG1,I,11,14,0
737,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG2,I,14,17,0
738,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG3,I,18,21,0
739,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG4,I,21,24,0
740,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG5,I,25,28,0
741,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG6,I,28,31,0
742,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG7,I,33,36,0
743,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG8,I,36,39,0
744,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG9,I,40,43,0
745,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG10,I,43,46,0
746,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG11,I,47,50,0
747,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG12,I,50,53,0
748,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG13,I,55,58,0
749,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG14,I,58,61,0
750,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG15,I,62,65,0
751,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG16,I,65,68,0
752,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG17,I,69,72,0
753,PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG18,I,72,75,0
754,PERLND,PEST-ID,PEST,PEST,OPNID,C,0,10,None
755,PERLND,PEST-ID,PEST,PEST,PESTID,C,10,30,None
756,PERLND,PEST-THETA,PEST,PEST,OPNID,C,0,10,None
757,PERLND,PEST-THETA,PEST,PEST,THDSPS,R,10,20,1.05
758,PERLND,PEST-THETA,PEST,PEST,THADPS,R,20,30,1.05
759,PERLND,PEST-FIRSTPM,PEST,PEST,OPNID,C,0,10,None
760,PERLND,PEST-FIRSTPM,PEST,PEST,KDSPS,R,10,20,0
761,PERLND,PEST-FIRSTPM,PEST,PEST,KADPS,R,20,30,0
762,PERLND,PEST-CMAX,PEST,PEST,OPNID,C,0,10,None
763,PERLND,PEST-CMAX,PEST,PEST,CMAX,R,10,20,0
764,PERLND,PEST-SVALPM,PEST,PEST,OPNID,C,0,10,None
765,PERLND,PEST-SVALPM,PEST,PEST,XFIX,R,10,20,0
766,PERLND,PEST-SVALPM,PEST,PEST,K1,R,20,30,0
767,PERLND,PEST-SVALPM,PEST,PEST,N1,R,30,40,-999
768,PERLND,PEST-NONSVPM,PEST,PEST,OPNID,C,0,10,None
769,PERLND,PEST-NONSVPM,PEST,PEST,XFIX,R,10,20,0
770,PERLND,PEST-NONSVPM,PEST,PEST,K1,R,20,30,0
771,PERLND,PEST-NONSVPM,PEST,PEST,N1,R,30,40,-999
772,PERLND,PEST-NONSVPM,PEST,PEST,N2,R,40,50,-999
773,PERLND,PEST-DEGRAD,PEST,PARAMETERS,OPNID,C,0,10,None
774,PERLND,PEST-DEGRAD,PEST,PARAMETERS,SDGCON,R,10,20,0
775,PERLND,PEST-DEGRAD,PEST,PARAMETERS,UDGCON,R,20,30,0
776,PERLND,PEST-DEGRAD,PEST,PARAMETERS,LDGCON,R,30,40,0
777,PERLND,PEST-DEGRAD,PEST,PARAMETERS,ADGCON,R,40,50,0
778,PERLND,PEST-STOR1,PEST,PEST,OPNID,C,0,10,None
779,PERLND,PEST-STOR1,PEST,PEST,PSCY,R,10,20,0
780,PERLND,PEST-STOR1,PEST,PEST,PSAD,R,20,30,0
781,PERLND,PEST-STOR1,PEST,PEST,PSSU,R,30,40,0
782,PERLND,PEST-STOR2,PEST,PEST,OPNID,C,0,10,None
783,PERLND,PEST-STOR2,PEST,PEST,IPS,R,10,20,0
784,PERLND,NIT-FLAGS,NITR,NITR,OPNID,C,0,10,None
785,PERLND,NIT-FLAGS,NITR,NITR,VNUTFG,I,10,15,0
786,PERLND,NIT-FLAGS,NITR,NITR,FORAFG,I,15,20,0
787,PERLND,NIT-FLAGS,NITR,NITR,ITMAXA,I,20,25,30
788,PERLND,NIT-FLAGS,NITR,NITR,BNUMN,I,25,30,-999
789,PERLND,NIT-FLAGS,NITR,NITR,CNUMN,I,30,35,-999
790,PERLND,NIT-FLAGS,NITR,NITR,NUPTFG,I,35,40,0
791,PERLND,NIT-FLAGS,NITR,NITR,FIXNFG,I,40,45,0
792,PERLND,NIT-FLAGS,NITR,NITR,AMVOFG,I,45,50,0
793,PERLND,NIT-FLAGS,NITR,NITR,ALPNFG,I,50,55,0
794,PERLND,NIT-FLAGS,NITR,NITR,VNPRFG,I,55,60,0
795,PERLND,NIT-AD-FLAGS,NITR,FLAGS,OPNID,C,0,10,None
796,PERLND,NIT-AD-FLAGS,NITR,FLAGS,NIADFG1,I,11,14,0
797,PERLND,NIT-AD-FLAGS,NITR,FLAGS,NIADFG2,I,14,17,0
798,PERLND,NIT-AD-FLAGS,NITR,FLAGS,NIADFG3,I,18,21,0
799,PERLND,NIT-AD-FLAGS,NITR,FLAGS,NIADFG4,I,21,24,0
800,PERLND,NIT-AD-FLAGS,NITR,FLAGS,NIADFG5,I,26,29,0
801,PERLND,NIT-AD-FLAGS,NITR,FLAGS,NIADFG6,I,29,32,0
802,PERLND,NIT-AD-FLAGS,NITR,FLAGS,NIADFG7,I,33,36,0
803,PERLND,NIT-AD-FLAGS,NITR,FLAGS,NIADFG8,I,36,39,0
804,PERLND,NIT-AD-FLAGS,NITR,FLAGS,NIADFG9,I,41,44,0
805,PERLND,NIT-AD-FLAGS,NITR,FLAGS,NIADFG10,I,44,47,0
806,PERLND,NIT-AD-FLAGS,NITR,FLAGS,NIADFG11,I,48,51,0
807,PERLND,NIT-AD-FLAGS,NITR,FLAGS,NIADFG12,I,51,54,0
808,PERLND,NIT-UPTAKE,NITR,NITR,OPNID,C,0,10,None
809,PERLND,NIT-UPTAKE,NITR,NITR,SKPLN,R,10,20,0
810,PERLND,NIT-UPTAKE,NITR,NITR,UKPLN,R,20,30,0
811,PERLND,NIT-UPTAKE,NITR,NITR,LKPLN,R,30,40,0
812,PERLND,NIT-UPTAKE,NITR,NITR,AKPLN,R,40,50,0
813,PERLND,MON-NITUPT,NITR,NITR,OPNID,C,0,10,None
814,PERLND,MON-NITUPT,NITR,NITR,KPLJAN,R,10,15,0
815,PERLND,MON-NITUPT,NITR,NITR,KPLFEB,R,15,20,0
816,PERLND,MON-NITUPT,NITR,NITR,KPLMAR,R,20,25,0
817,PERLND,MON-NITUPT,NITR,NITR,KPLAPR,R,25,30,0
818,PERLND,MON-NITUPT,NITR,NITR,KPLMAY,R,30,35,0
819,PERLND,MON-NITUPT,NITR,NITR,KPLJUN,R,35,40,0
820,PERLND,MON-NITUPT,NITR,NITR,KPLJUL,R,40,45,0
821,PERLND,MON-NITUPT,NITR,NITR,KPLAUG,R,45,50,0
822,PERLND,MON-NITUPT,NITR,NITR,KPLSEP,R,50,55,0
823,PERLND,MON-NITUPT,NITR,NITR,KPLOCT,R,55,60,0
824,PERLND,MON-NITUPT,NITR,NITR,KPLNOV,R,60,65,0
825,PERLND,MON-NITUPT,NITR,NITR,KPLDEC,R,65,70,0
826,PERLND,NIT-FSTGEN,NITR,NITR,OPNID,C,0,10,None
827,PERLND,NIT-FSTGEN,NITR,NITR,NO3UTF,R,10,15,1
828,PERLND,NIT-FSTGEN,NITR,NITR,NH4UTF,R,15,20,0
829,PERLND,NIT-FSTGEN,NITR,NITR,THPLN,R,20,25,1.07
830,PERLND,NIT-FSTGEN,NITR,NITR,THKDSA,R,25,30,1.05
831,PERLND,NIT-FSTGEN,NITR,NITR,THKADA,R,30,35,1.05
832,PERLND,NIT-FSTGEN,NITR,NITR,THKIMN,R,35,40,1.07
833,PERLND,NIT-FSTGEN,NITR,NITR,THKAM,R,40,45,1.07
834,PERLND,NIT-FSTGEN,NITR,NITR,THKDNI,R,45,50,1.07
835,PERLND,NIT-FSTGEN,NITR,NITR,THKNI,R,50,55,1.05
836,PERLND,NIT-FSTGEN,NITR,NITR,THKIMA,R,55,60,1.07
837,PERLND,NIT-FSTPM,NITR,NITR,OPNID,C,0,10,None
838,PERLND,NIT-FSTPM,NITR,NITR,KDSAM,R,10,20,0
839,PERLND,NIT-FSTPM,NITR,NITR,KADAM,R,20,30,0
840,PERLND,NIT-FSTPM,NITR,NITR,KIMNI,R,30,40,0
841,PERLND,NIT-FSTPM,NITR,NITR,KAM,R,40,50,0
842,PERLND,NIT-FSTPM,NITR,NITR,KDNI,R,50,60,0
843,PERLND,NIT-FSTPM,NITR,NITR,KNI,R,60,70,0
844,PERLND,NIT-FSTPM,NITR,NITR,KIMAM,R,70,80,0
845,PERLND,NIT-CMAX,NITR,NITR,OPNID,C,0,10,0
846,PERLND,NIT-CMAX,NITR,NITR,CMAX,R,10,20,0
847,PERLND,NIT-SVALPM,NITR,NITR,OPNID,C,0,10,None
848,PERLND,NIT-SVALPM,NITR,NITR,XFIX,R,10,20,0
849,PERLND,NIT-SVALPM,NITR,NITR,K1,R,20,30,0
850,PERLND,NIT-SVALPM,NITR,NITR,N1,R,30,40,-999
851,PERLND,NIT-UPIMKMAX,NITR,PARAMETERS,OPNID,C,0,10,None
852,PERLND,NIT-UPIMKMAX,NITR,PARAMETERS,KUPNI,R,10,20,0
853,PERLND,NIT-UPIMKMAX,NITR,PARAMETERS,KUPAM,R,20,30,0
854,PERLND,NIT-UPIMKMAX,NITR,PARAMETERS,KIMNI,R,30,40,0
855,PERLND,NIT-UPIMKMAX,NITR,PARAMETERS,KIMAM,R,40,50,0
856,PERLND,NIT-UPIMCSAT,NITR,PARAMETERS,OPNID,C,0,10,0
857,PERLND,NIT-UPIMCSAT,NITR,PARAMETERS,CSUNI,R,10,20,0
858,PERLND,NIT-UPIMCSAT,NITR,PARAMETERS,CSUAM,R,20,30,0
859,PERLND,NIT-UPIMCSAT,NITR,PARAMETERS,CSINI,R,30,40,0
860,PERLND,NIT-UPIMCSAT,NITR,PARAMETERS,CSIAM,R,40,50,0
861,PERLND,MON-NITUPNI,NITR,MONTHLYS,OPNID,C,0,10,None
862,PERLND,MON-NITUPNI,NITR,MONTHLYS,KUNJAN,R,10,15,0
863,PERLND,MON-NITUPNI,NITR,MONTHLYS,KUNFEB,R,15,20,0
864,PERLND,MON-NITUPNI,NITR,MONTHLYS,KUNMAR,R,20,25,0
865,PERLND,MON-NITUPNI,NITR,MONTHLYS,KUNAPR,R,25,30,0
866,PERLND,MON-NITUPNI,NITR,MONTHLYS,KUNMAY,R,30,35,0
867,PERLND,MON-NITUPNI,NITR,MONTHLYS,KUNJUN,R,35,40,0
868,PERLND,MON-NITUPNI,NITR,MONTHLYS,KUNJUL,R,40,45,0
869,PERLND,MON-NITUPNI,NITR,MONTHLYS,KUNAUG,R,45,50,0
870,PERLND,MON-NITUPNI,NITR,MONTHLYS,KUNSEP,R,50,55,0
871,PERLND,MON-NITUPNI,NITR,MONTHLYS,KUNOCT,R,55,60,0
872,PERLND,MON-NITUPNI,NITR,MONTHLYS,KUNNOV,R,60,65,0
873,PERLND,MON-NITUPNI,NITR,MONTHLYS,KUNDEC,R,65,70,0
874,PERLND,MON-NITUPAM,NITR,MONTHLYS,OPNID,C,0,10,None
875,PERLND,MON-NITUPAM,NITR,MONTHLYS,KUAJAN,R,10,15,0
876,PERLND,MON-NITUPAM,NITR,MONTHLYS,KUAFEB,R,15,20,0
877,PERLND,MON-NITUPAM,NITR,MONTHLYS,KUAMAR,R,20,25,0
878,PERLND,MON-NITUPAM,NITR,MONTHLYS,KUAAPR,R,25,30,0
879,PERLND,MON-NITUPAM,NITR,MONTHLYS,KUAMAY,R,30,35,0
880,PERLND,MON-NITUPAM,NITR,MONTHLYS,KUAJUN,R,35,40,0
881,PERLND,MON-NITUPAM,NITR,MONTHLYS,KUAJUL,R,40,45,0
882,PERLND,MON-NITUPAM,NITR,MONTHLYS,KUAAUG,R,45,50,0
883,PERLND,MON-NITUPAM,NITR,MONTHLYS,KUASEP,R,50,55,0
884,PERLND,MON-NITUPAM,NITR,MONTHLYS,KUAOCT,R,55,60,0
885,PERLND,MON-NITUPAM,NITR,MONTHLYS,KUANOV,R,60,65,0
886,PERLND,MON-NITUPAM,NITR,MONTHLYS,KUADEC,R,65,70,0
887,PERLND,MON-NITIMNI,NITR,MONTHLYS,OPNID,C,0,10,None
888,PERLND,MON-NITIMNI,NITR,MONTHLYS,KINJAN,R,10,15,0
889,PERLND,MON-NITIMNI,NITR,MONTHLYS,KINFEB,R,15,20,0
890,PERLND,MON-NITIMNI,NITR,MONTHLYS,KINMAR,R,20,25,0
891,PERLND,MON-NITIMNI,NITR,MONTHLYS,KINAPR,R,25,30,0
892,PERLND,MON-NITIMNI,NITR,MONTHLYS,KINMAY,R,30,35,0
893,PERLND,MON-NITIMNI,NITR,MONTHLYS,KINJUN,R,35,40,0
894,PERLND,MON-NITIMNI,NITR,MONTHLYS,KINJUL,R,40,45,0
895,PERLND,MON-NITIMNI,NITR,MONTHLYS,KINAUG,R,45,50,0
896,PERLND,MON-NITIMNI,NITR,MONTHLYS,KINSEP,R,50,55,0
897,PERLND,MON-NITIMNI,NITR,MONTHLYS,KINOCT,R,55,60,0
898,PERLND,MON-NITIMNI,NITR,MONTHLYS,KINNOV,R,60,65,0
899,PERLND,MON-NITIMNI,NITR,MONTHLYS,KINDEC,R,65,70,0
900,PERLND,MON-NITIMAM,NITR,MONTHLYS,OPNID,C,0,10,None
901,PERLND,MON-NITIMAM,NITR,MONTHLYS,KIAJAN,R,10,15,0
902,PERLND,MON-NITIMAM,NITR,MONTHLYS,KIAFEB,R,15,20,0
903,PERLND,MON-NITIMAM,NITR,MONTHLYS,KIAMAR,R,20,25,0
904,PERLND,MON-NITIMAM,NITR,MONTHLYS,KIAAPR,R,25,30,0
905,PERLND,MON-NITIMAM,NITR,MONTHLYS,KIAMAY,R,30,35,0
906,PERLND,MON-NITIMAM,NITR,MONTHLYS,KIAJUN,R,35,40,0
907,PERLND,MON-NITIMAM,NITR,MONTHLYS,KIAJUL,R,40,45,0
908,PERLND,MON-NITIMAM,NITR,MONTHLYS,KIAAUG,R,45,50,0
909,PERLND,MON-NITIMAM,NITR,MONTHLYS,KIASEP,R,50,55,0
910,PERLND,MON-NITIMAM,NITR,MONTHLYS,KIAOCT,R,55,60,0
911,PERLND,MON-NITIMAM,NITR,MONTHLYS,KIANOV,R,60,65,0
912,PERLND,MON-NITIMAM,NITR,MONTHLYS,KIADEC,R,65,70,0
913,PERLND,NIT-AMVOLAT,NITR,PARAMETERS,OPNID,C,0,10,None
914,PERLND,NIT-AMVOLAT,NITR,PARAMETERS,SKVOL,R,10,20,0
915,PERLND,NIT-AMVOLAT,NITR,PARAMETERS,UKVOL,R,20,30,0
916,PERLND,NIT-AMVOLAT,NITR,PARAMETERS,LKVOL,R,30,40,0
917,PERLND,NIT-AMVOLAT,NITR,PARAMETERS,AKVOL,R,40,50,0
918,PERLND,NIT-AMVOLAT,NITR,PARAMETERS,THVOL,R,50,60,1.07
919,PERLND,NIT-AMVOLAT,NITR,PARAMETERS,TRFVOL,R,60,70,20
920,PERLND,NIT-YIELD,NITR,PARAMETERS,OPNID,C,0,10,None
921,PERLND,NIT-YIELD,NITR,PARAMETERS,NUPTGT,R,10,20,0
922,PERLND,NIT-YIELD,NITR,PARAMETERS,NMXRAT,R,20,30,1
923,PERLND,MON-NUPT-FR1,NITR,MONTHLYS,OPNID,C,0,10,None
924,PERLND,MON-NUPT-FR1,NITR,MONTHLYS,TNUJAN,R,10,15,0
925,PERLND,MON-NUPT-FR1,NITR,MONTHLYS,TNUFEB,R,15,20,0
926,PERLND,MON-NUPT-FR1,NITR,MONTHLYS,TNUMAR,R,20,25,0
927,PERLND,MON-NUPT-FR1,NITR,MONTHLYS,TNUAPR,R,25,30,0
928,PERLND,MON-NUPT-FR1,NITR,MONTHLYS,TNUMAY,R,30,35,0
929,PERLND,MON-NUPT-FR1,NITR,MONTHLYS,TNUJUN,R,35,40,0
930,PERLND,MON-NUPT-FR1,NITR,MONTHLYS,TNUJUL,R,40,45,0
931,PERLND,MON-NUPT-FR1,NITR,MONTHLYS,TNUAUG,R,45,50,0
932,PERLND,MON-NUPT-FR1,NITR,MONTHLYS,TNUSEP,R,50,55,0
933,PERLND,MON-NUPT-FR1,NITR,MONTHLYS,TNUOCT,R,55,60,0
934,PERLND,MON-NUPT-FR1,NITR,MONTHLYS,TNUNOV,R,60,65,0
935,PERLND,MON-NUPT-FR1,NITR,MONTHLYS,TNUDEC,R,65,70,0
936,PERLND,MON-NUPT-FR2,NITR,MONTHLYS,OPNID,C,0,10,None
937,PERLND,MON-NUPT-FR2,NITR,MONTHLYS,LNUJAN,R,10,15,0
938,PERLND,MON-NUPT-FR2,NITR,MONTHLYS,LNUFEB,R,15,20,0
939,PERLND,MON-NUPT-FR2,NITR,MONTHLYS,LNUMAR,R,20,25,0
940,PERLND,MON-NUPT-FR2,NITR,MONTHLYS,LNUAPR,R,25,30,0
941,PERLND,MON-NUPT-FR2,NITR,MONTHLYS,LNUMAY,R,30,35,0
942,PERLND,MON-NUPT-FR2,NITR,MONTHLYS,LNUJUN,R,35,40,0
943,PERLND,MON-NUPT-FR2,NITR,MONTHLYS,LNUJUL,R,40,45,0
944,PERLND,MON-NUPT-FR2,NITR,MONTHLYS,LNUAUG,R,45,50,0
945,PERLND,MON-NUPT-FR2,NITR,MONTHLYS,LNUSEP,R,50,55,0
946,PERLND,MON-NUPT-FR2,NITR,MONTHLYS,LNUOCT,R,55,60,0
947,PERLND,MON-NUPT-FR2,NITR,MONTHLYS,LNUNOV,R,60,65,0
948,PERLND,MON-NUPT-FR2,NITR,MONTHLYS,LNUDEC,R,65,70,0
949,PERLND,NIT-ORGPM,NITR,PARAMETERS,OPNID,C,0,10,None
950,PERLND,NIT-ORGPM,NITR,PARAMETERS,KLON,R,10,20,1.00E+20
