HSPF_BLOCK,HSPF_TABLE,HSPF_TABLE_EXT,HDF_TABLE,TEMPLATE,HSPF_MANUAL_SORT_ORDER,TABLE_HEADER,TABLE_HELP
PERLND,MON-GRND-CONC,MON-GRND-CONC2,/PERLND/PQUAL2/MONTHLY/AOQC,,76,"*** <PLS >  Value at start of month for conc of QUAL in groundwater (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in groundwater at start of each month.
*** This table is only required if VAQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-GRND-CONC,MON-GRND-CONC3,/PERLND/PQUAL3/MONTHLY/AOQC,,76,"*** <PLS >  Value at start of month for conc of QUAL in groundwater (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in groundwater at start of each month.
*** This table is only required if VAQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-GRND-CONC,MON-GRND-CONC4,/PERLND/PQUAL4/MONTHLY/AOQC,,76,"*** <PLS >  Value at start of month for conc of QUAL in groundwater (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in groundwater at start of each month.
*** This table is only required if VAQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-GRND-CONC,MON-GRND-CONC5,/PERLND/PQUAL5/MONTHLY/AOQC,,76,"*** <PLS >  Value at start of month for conc of QUAL in groundwater (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in groundwater at start of each month.
*** This table is only required if VAQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-GRND-CONC,MON-GRND-CONC6,/PERLND/PQUAL6/MONTHLY/AOQC,,76,"*** <PLS >  Value at start of month for conc of QUAL in groundwater (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in groundwater at start of each month.
*** This table is only required if VAQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-GRND-CONC,MON-GRND-CONC7,/PERLND/PQUAL7/MONTHLY/AOQC,,76,"*** <PLS >  Value at start of month for conc of QUAL in groundwater (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in groundwater at start of each month.
*** This table is only required if VAQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-GRND-CONC,MON-GRND-CONC8,/PERLND/PQUAL8/MONTHLY/AOQC,,76,"*** <PLS >  Value at start of month for conc of QUAL in groundwater (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in groundwater at start of each month.
*** This table is only required if VAQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-GRND-CONC,MON-GRND-CONC9,/PERLND/PQUAL9/MONTHLY/AOQC,,76,"*** <PLS >  Value at start of month for conc of QUAL in groundwater (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in groundwater at start of each month.
*** This table is only required if VAQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-GRNDCO2,MON-GRNDCO2,/PERLND/PWTGAS/MONTHLY/ACO2P,,64,"*** <PLS >Value at start of each month for groundwater CO2 conc. (mg C/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of groundwater CO2 concentration at start of each This
*** table is only required if GCVFG in Table-type PWT-PARM1 is 1."
PERLND,MON-GRNDDOX,MON-GRNDDOX,/PERLND/PWTGAS/MONTHLY/ADOXP,,63,"*** <PLS >Value at start of each month for groundwater DO concentration (mg/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of groundwater DO concentration at start of each month.
*** This table is only required if GDVFG in Table-type PWT-PARM1 is 1."
PERLND,MON-IFLW-CONC,MON-IFLW-CONC1,/PERLND/PQUAL1/MONTHLY/IOQC,,75,"*** <PLS >  Conc of QUAL in interflow outflow for each month (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in interflow outflow at start of month.
*** This table is only required if VIQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-IFLW-CONC,MON-IFLW-CONC10,/PERLND/PQUAL10/MONTHLY/IOQC,,75,"*** <PLS >  Conc of QUAL in interflow outflow for each month (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in interflow outflow at start of month.
*** This table is only required if VIQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-IFLW-CONC,MON-IFLW-CONC2,/PERLND/PQUAL2/MONTHLY/IOQC,,75,"*** <PLS >  Conc of QUAL in interflow outflow for each month (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in interflow outflow at start of month.
*** This table is only required if VIQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-IFLW-CONC,MON-IFLW-CONC3,/PERLND/PQUAL3/MONTHLY/IOQC,,75,"*** <PLS >  Conc of QUAL in interflow outflow for each month (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in interflow outflow at start of month.
*** This table is only required if VIQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-IFLW-CONC,MON-IFLW-CONC4,/PERLND/PQUAL4/MONTHLY/IOQC,,75,"*** <PLS >  Conc of QUAL in interflow outflow for each month (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in interflow outflow at start of month.
*** This table is only required if VIQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-IFLW-CONC,MON-IFLW-CONC5,/PERLND/PQUAL5/MONTHLY/IOQC,,75,"*** <PLS >  Conc of QUAL in interflow outflow for each month (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in interflow outflow at start of month.
*** This table is only required if VIQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-IFLW-CONC,MON-IFLW-CONC6,/PERLND/PQUAL6/MONTHLY/IOQC,,75,"*** <PLS >  Conc of QUAL in interflow outflow for each month (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in interflow outflow at start of month.
*** This table is only required if VIQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-IFLW-CONC,MON-IFLW-CONC7,/PERLND/PQUAL7/MONTHLY/IOQC,,75,"*** <PLS >  Conc of QUAL in interflow outflow for each month (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in interflow outflow at start of month.
*** This table is only required if VIQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-IFLW-CONC,MON-IFLW-CONC8,/PERLND/PQUAL8/MONTHLY/IOQC,,75,"*** <PLS >  Conc of QUAL in interflow outflow for each month (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in interflow outflow at start of month.
*** This table is only required if VIQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-IFLW-CONC,MON-IFLW-CONC9,/PERLND/PQUAL9/MONTHLY/IOQC,,75,"*** <PLS >  Conc of QUAL in interflow outflow for each month (qty/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of conc of QUAL in interflow outflow at start of month.
*** This table is only required if VIQCFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-IFWCO2,MON-IFWCO2,/PERLND/PWTGAS/MONTHLY/ICO2P,,62,"*** <PLS > Value at start of each month for interflow CO2 conc. (mg C/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of interflow CO2 concentration at start of each month.
*** This table is only required if ICVFG in Table-type PWT-PARM1 is 1."
PERLND,MON-IFWDOX,MON-IFWDOX,/PERLND/PWTGAS/MONTHLY/IDOXP,,61,"*** <PLS > Value at start of each month for interflow DO concentration (mg/l)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of interflow DO concentration at start of each month.
*** This table is only required if IDVFG in Table-type PWT-PARM1 is 1."
PERLND,MON-INTERCEP,MON-INTERCEP,/PERLND/PWATER/MONTHLY/CEPSC,,23,"*** <PLS >  Interception storage capacity at start of each month (mm)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of interception storage capacity at start of each
*** month. This table is only required if VCSFG is 1 in Table-type PWAT-
*** PARM1. If required, this table must be repeated for each canopy layer
*** if NCANPY > 1 in table PWAT-PARM1."
PERLND,MON-INTERFLW,MON-INTERFLW,/PERLND/PWATER/MONTHLY/INTFW,,26,"*** <PLS >  Interflow inflow parameter for start of each month
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of interflow inflow parameter at start of each month.
*** This table is only required if VIFWFG in Table-type PWAT-PARM1 is 1."
PERLND,MON-IRC,MON-IRC,/PERLND/PWATER/MONTHLY/IRC,,27,"*** <PLS >  Interflow recession constant at start of each month (/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of interflow recession constant at start of each This
*** table is only required if VIRCFG in Table-type PWAT-PARM1 i"
PERLND,MON-IRR-AWD,MON-IRR-AWD,/PERLND/PWATER/MONTHLY/IRAWD,,39,"*** <PLS > Allowable Water Depletion at start of each month
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of allowable water depletion at start of each month.
*** This table is only required if VAWDFG=1 in Table-type IRRIG-PARM1."
PERLND,MON-IRR-CRDP,MON-IRR-CRDP,/PERLND/PWATER/MONTHLY/CRDEP,,38,"*** <PLS > Crop root depth at start of each month (mm)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of crop root depth at start of each month.  This table
*** is only required if VCRDFG=1 in Table-type IRRIG-PARM1."
PERLND,MON-LGTP1,MON-LGTP1,/PERLND/PSTEMP/MONTHLY/LGTP1,,55,"*** <PLS >  Value of LGTP1 at start of each month in Deg C (TSOPFG=1)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of the smoothing factor in lower layer/groundwater
*** temperature at the start of each month. This table is only required if
*** LGTVFG in Table-type PSTEMP-PARM1 is 1."
PERLND,MON-LGTP2,MON-LGTP2,/PERLND/PSTEMP/MONTHLY/LGTP2,,56,"*** <PLS >  Value of LGTP2 at start of each month (deg C) (TSOPFG=0)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of the mean difference between lower layer/ground soil
*** temperature and air temperature at the start of each month. This table
*** is only required if LGTVFG in Table-type PSTEMP-PARM1 is 1 and TSOPFG
*** is 0."
PERLND,MON-LZETPARM,MON-LZETPARM,/PERLND/PWATER/MONTHLY/LZETP,,28,"*** <PLS >  Lower zone evapotransp   parm at start of each month
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of lower zone E-T parameters at start of each mon. This
*** table is only required if VLEFG in Table-type PWAT-PARM1 is 1 or 3."
PERLND,MON-MANNING,MON-MANNING,/PERLND/PWATER/MONTHLY/NSUR,,25,"*** <PLS >  Manning's n at start of each month
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of Manning's n at start of each month. This table is
*** only required if VNNFG in Table-type PWAT-PARM1 is 1"
PERLND,MON-MELT-FAC,MON-MELT-FAC,/PERLND/SNOW/MONTHLY/KMELT,,13,"*** <PLS >  Degree-day snowmelt factor at start of each month (mm/d.C)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of degree-day snowmelt factor at start of each month.
*** This table is only required if VKMFG in Table-type SNOW-FLAGS is 1."
PERLND,MON-NITAGUTF,MON-NITAGUTFgroundwater,/PERLND/NITR/MONTHLY/ANUTF/GROUNDWATER,,169,"*** <PLS >  Monthly above-ground fractions for plant uptake
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** This table specifies monthly fractions of plant uptake from the soil
*** layer that goes to above-ground plant storage.  The table is used if
*** plant uptake varies monthly (VNUTFG=1 in Table-type NIT-FLAGS) and
*** above-ground compartments are being simulated (ALPNFG=1 in Table-type
*** NIT-FLAGS)."
PERLND,MON-NITAGUTF,MON-NITAGUTFlower,/PERLND/NITR/MONTHLY/ANUTF/LOWER,,168,"*** <PLS >  Monthly above-ground fractions for plant uptake
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** This table specifies monthly fractions of plant uptake from the soil
*** layer that goes to above-ground plant storage.  The table is used if
*** plant uptake varies monthly (VNUTFG=1 in Table-type NIT-FLAGS) and
*** above-ground compartments are being simulated (ALPNFG=1 in Table-type
*** NIT-FLAGS)."
PERLND,MON-NITAGUTF,MON-NITAGUTFsurface,/PERLND/NITR/MONTHLY/ANUTF/SURFACE,,166,"*** <PLS >  Monthly above-ground fractions for plant uptake
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** This table specifies monthly fractions of plant uptake from the soil
*** layer that goes to above-ground plant storage.  The table is used if
*** plant uptake varies monthly (VNUTFG=1 in Table-type NIT-FLAGS) and
*** above-ground compartments are being simulated (ALPNFG=1 in Table-type
*** NIT-FLAGS)."
PERLND,MON-NITAGUTF,MON-NITAGUTFupper,/PERLND/NITR/MONTHLY/ANUTF/UPPER,,167,"*** <PLS >  Monthly above-ground fractions for plant uptake
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** This table specifies monthly fractions of plant uptake from the soil
*** layer that goes to above-ground plant storage.  The table is used if
*** plant uptake varies monthly (VNUTFG=1 in Table-type NIT-FLAGS) and
*** above-ground compartments are being simulated (ALPNFG=1 in Table-type
*** NIT-FLAGS)."
PERLND,MON-NITIMAM,MON-NITIMAMgroundwater,/PERLND/NITR/MONTHLY/KIMAM/GROUNDWATER,,158,"*** <PLS >  Maximum immobilization rate for ammonia (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum immobilization rate for ammonia.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITIMAM,MON-NITIMAMlower,/PERLND/NITR/MONTHLY/KIMAM/LOWER,,157,"*** <PLS >  Maximum immobilization rate for ammonia (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum immobilization rate for ammonia.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITIMAM,MON-NITIMAMsurface,/PERLND/NITR/MONTHLY/KIMAM/SURFACE,,155,"*** <PLS >  Maximum immobilization rate for ammonia (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum immobilization rate for ammonia.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITIMAM,MON-NITIMAMupper,/PERLND/NITR/MONTHLY/KIMAM/UPPER,,156,"*** <PLS >  Maximum immobilization rate for ammonia (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum immobilization rate for ammonia.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITIMNI,MON-NITIMNIgroundwater,/PERLND/NITR/MONTHLY/KIMNI/GROUNDWATER,,154,"*** <PLS >  Maximum immobilization rate for nitrate (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum immobilization rate for nitrate.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITIMNI,MON-NITIMNIlower,/PERLND/NITR/MONTHLY/KIMNI/LOWER,,153,"*** <PLS >  Maximum immobilization rate for nitrate (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum immobilization rate for nitrate.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITIMNI,MON-NITIMNIsurface,/PERLND/NITR/MONTHLY/KIMNI/SURFACE,,151,"*** <PLS >  Maximum immobilization rate for nitrate (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum immobilization rate for nitrate.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITIMNI,MON-NITIMNIupper,/PERLND/NITR/MONTHLY/KIMNI/UPPER,,152,"*** <PLS >  Maximum immobilization rate for nitrate (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum immobilization rate for nitrate.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITUPAM,MON-NITUPAMgroundwater,/PERLND/NITR/MONTHLY/KUPAM/GROUNDWATER,,150,"*** <PLS >  Maximum plant uptake rate for ammonia (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum plant uptake rate for ammonia.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITUPAM,MON-NITUPAMlower,/PERLND/NITR/MONTHLY/KUPAM/LOWER,,149,"*** <PLS >  Maximum plant uptake rate for ammonia (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum plant uptake rate for ammonia.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITUPAM,MON-NITUPAMsurface,/PERLND/NITR/MONTHLY/KUPAM/SURFACE,,147,"*** <PLS >  Maximum plant uptake rate for ammonia (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum plant uptake rate for ammonia.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITUPAM,MON-NITUPAMupper,/PERLND/NITR/MONTHLY/KUPAM/UPPER,,148,"*** <PLS >  Maximum plant uptake rate for ammonia (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum plant uptake rate for ammonia.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITUPNI,MON-NITUPNIgroundwater,/PERLND/NITR/MONTHLY/KUPNI/GROUNDWATER,,146,"*** <PLS >  Maximum plant uptake rate for nitrate (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum plant uptake rate for nitrate.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITUPNI,MON-NITUPNIlower,/PERLND/NITR/MONTHLY/KUPNI/LOWER,,145,"*** <PLS >  Maximum plant uptake rate for nitrate (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum plant uptake rate for nitrate.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITUPNI,MON-NITUPNIsurface,/PERLND/NITR/MONTHLY/KUPNI/SURFACE,,143,"*** <PLS >  Maximum plant uptake rate for nitrate (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum plant uptake rate for nitrate.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITUPNI,MON-NITUPNIupper,/PERLND/NITR/MONTHLY/KUPNI/UPPER,,144,"*** <PLS >  Maximum plant uptake rate for nitrate (mg/l/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of maximum plant uptake rate for nitrate.  This table
*** is required if the plant uptake parameters vary throughout the year
*** (VNUTFG=1 in Table-type NIT-FLAGS) and saturation kinetics are being
*** used (NUPTFG= 2 or -2 in Table-type NIT-FLAGS).  If NUPTFG is 2, the
*** table repeats for each soil layer."
PERLND,MON-NITUPT,MON-NITUPTgroundwater,/PERLND/NITR/MONTHLY/KPLN/GROUNDWATER,,128,"*** <PLS >  Plant uptake parm for nitrogen in soil layer (/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of plant uptake reaction rate parameters for nitrogen
*** This entire table is supplied four times; first for the surface layer,
*** second for the upper layer, third for the lower layer and fourth for
*** the active groundwater layer. If omitted default values will be
*** supplied. This table is required if the plant uptake parameters vary
*** throughout the year (VNUTFG=1 in Table-type NIT-FLAGS) and first-order
*** reaction rates are being used (NUPTFG=0 in Table-type NIT-FLAGS)."
PERLND,MON-NITUPT,MON-NITUPTlower,/PERLND/NITR/MONTHLY/KPLN/LOWER,,127,"*** <PLS >  Plant uptake parm for nitrogen in soil layer (/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of plant uptake reaction rate parameters for nitrogen
*** This entire table is supplied four times; first for the surface layer,
*** second for the upper layer, third for the lower layer and fourth for
*** the active groundwater layer. If omitted default values will be
*** supplied. This table is required if the plant uptake parameters vary
*** throughout the year (VNUTFG=1 in Table-type NIT-FLAGS) and first-order
*** reaction rates are being used (NUPTFG=0 in Table-type NIT-FLAGS)."
PERLND,MON-NITUPT,MON-NITUPTsurface,/PERLND/NITR/MONTHLY/KPLN/SURFACE,,125,"*** <PLS >  Plant uptake parm for nitrogen in soil layer (/day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of plant uptake reaction rate parameters for nitrogen
*** This entire table is supplied four times; first for the surface layer,
*** second for the upper layer, third for the lower layer and fourth for
*** the active groundwater layer. If omitted default values will be
*** supplied. This table is required if the plant uptake parameters vary
*** throughout the year (VNUTFG=1 in Table-type NIT-FLAGS) and first-order
*** reaction rates are being used (NUPTFG=0 in Table-type NIT-FLAGS)."
